freq_hz,s11_re,s11_im,s21_re,s21_im,s21_db
460310000.0,-0.9994741641666038,-0.03232388373241479,-8.280056035825218e-05,0.0025602437362315087,-51.82983369815449
460432500.0,-0.9994745257099032,-0.03231292900295591,-8.268018626453418e-05,0.0025573893330682693,-51.83952603454514
460555000.0,-0.9994748868199625,-0.03230198334145114,-8.256004709146705e-05,0.0025545395417471547,-51.84921350684789
460677500.0,-0.9994752474975895,-0.032291046734163234,-8.244014225058612e-05,0.0025516943522449187,-51.85889612084399
460800000.0,-0.9994756077435891,-0.03228011916738688,-8.232047115525356e-05,0.0025488537545661147,-51.868573882303544
460922500.0,-0.9994759675587651,-0.03226920062744864,-8.22010332206518e-05,0.0025460177387430045,-51.878246796985664
461045000.0,-0.999476326943918,-0.03225829110070684,-8.208182786377668e-05,0.0025431862948354644,-51.88791487063839
461167500.0,-0.9994766858998467,-0.03224739057355144,-8.196285450343071e-05,0.0025403594129308894,-51.897578108998786
461290000.0,-0.9994770444273479,-0.032236499032404026,-8.184411256021633e-05,0.002537537083144102,-51.907236517792946
461412500.0,-0.9994774025272168,-0.032225616463717646,-8.172560145652926e-05,0.0025347192956172607,-51.916890102736
461535000.0,-0.9994777602002457,-0.03221474285397667,-8.160732061655161e-05,0.0025319060405197607,-51.92653886953218
461657500.0,-0.9994781174472248,-0.032203878189696784,-8.148926946624547e-05,0.002529097308048149,-51.93618282387486
461780000.0,-0.9994784742689431,-0.032193022457424836,-8.137144743334605e-05,0.0025262930884260267,-51.94582197144651
461902500.0,-0.999478830666187,-0.03218217564373877,-8.125385394735542e-05,0.0025234933719039633,-51.95545631791882
462025000.0,-0.9994791866397407,-0.03217133773524747,-8.11364884395355e-05,0.0025206981487593976,-51.965085868952656
462147500.0,-0.9994795421903865,-0.032160508718590754,-8.101935034290187e-05,0.0025179074092965548,-51.9747106301981
462270000.0,-0.9994798973189045,-0.0321496885804392,-8.090243909221729e-05,0.0025151211438463527,-51.98433060729453
462392500.0,-0.999480252026073,-0.03213887730749407,-8.078575412398477e-05,0.002512339342766308,-51.993945805870595
462515000.0,-0.9994806063126683,-0.032128074886487244,-8.066929487644165e-05,0.002509561996440453,-52.00355623154424
462637500.0,-0.9994809601794645,-0.0321172813041811,-8.055306078955289e-05,0.002506789095279243,-52.01316188992276
462760000.0,-0.9994813136272335,-0.032106496547368406,-8.043705130500467e-05,0.0025040206297194645,-52.022762786602854
462882500.0,-0.999481666656746,-0.032095720602872274,-8.032126586619827e-05,0.0025012565902241546,-52.03235892717057
463005000.0,-0.9994820192687695,-0.03208495345754597,-8.020570391824323e-05,0.0024984969672825004,-52.0419503172014
463127500.0,-0.9994823714640703,-0.03207419509827298,-8.009036490795172e-05,0.0024957417514097657,-52.051536962260286
463250000.0,-0.9994827232434126,-0.03206344551196675,-7.997524828383157e-05,0.0024929909331471893,-52.061118867901676
463372500.0,-0.9994830746075586,-0.03205270468557067,-7.986035349608052e-05,0.002490244503061909,-52.07069603966947
463495000.0,-0.9994834255572682,-0.032041972606057983,-7.974567999657961e-05,0.0024875024517468647,-52.08026848309717
463617500.0,-0.9994837760933004,-0.03203124926043174,-7.963122723888745e-05,0.0024847647698207236,-52.08983620370777
463740000.0,-0.9994841262164105,-0.03202053463572455,-7.95169946782334e-05,0.002482031447927781,-52.0993992070139
463862500.0,-0.9994844759273529,-0.03200982871899868,-7.940298177151207e-05,0.002479302476737885,-52.10895749851779
463985000.0,-0.9994848252268806,-0.03199913149734584,-7.928918797727675e-05,0.0024765778469463453,-52.11851108371132
464107500.0,-0.9994851741157436,-0.03198844295788713,-7.917561275573348e-05,0.002473857549273849,-52.128059968076016
464230000.0,-0.99948552259469,-0.03197776308777293,-7.906225556873478e-05,0.0024711415744663725,-52.13760415708314
464352500.0,-0.9994858706644673,-0.03196709187418287,-7.894911587977422e-05,0.002468429913295111,-52.14714365619362
464475000.0,-0.999486218325819,-0.03195642930432564,-7.883619315397952e-05,0.0024657225565563727,-52.15667847085819
464597500.0,-0.999486565579488,-0.03194577536543903,-7.872348685810725e-05,0.002463019495071512,-52.16620860651734
464720000.0,-0.9994869124262157,-0.03193513004478971,-7.861099646053649e-05,0.002460320719686838,-52.17573406860133
464842500.0,-0.9994872588667405,-0.031924493329673224,-7.849872143126303e-05,0.002457626221273534,-52.18525486253029
464965000.0,-0.9994876049017997,-0.03191386520741388,-7.838666124189351e-05,0.002454935990727575,-52.19477099371419
465087500.0,-0.9994879505321278,-0.03190324566536462,-7.827481536563933e-05,0.0024522500189696427,-52.204282467552865
465210000.0,-0.9994882957584584,-0.03189263469090705,-7.81631832773111e-05,0.0024495682969450467,-52.21378928943607
465332500.0,-0.999488640581523,-0.03188203227145121,-7.805176445331233e-05,0.002446890815623637,-52.2232914647435
465455000.0,-0.9994889850020506,-0.03187143839443557,-7.794055837163409e-05,0.0024442175659997296,-52.232788998844775
465577500.0,-0.9994893290207689,-0.031860853047326915,-7.782956451184899e-05,0.0024415485390920206,-52.24228189709955
465700000.0,-0.9994896726384036,-0.031850276217620294,-7.771878235510539e-05,0.002438883725943506,-52.25177016485745
465822500.0,-0.999490015855679,-0.0318397078928389,-7.760821138412176e-05,0.002436223117621402,-52.26125380745813
465945000.0,-0.9994903586733165,-0.031829148060533954,-7.749785108318091e-05,0.0024335667052170647,-52.270732830231346
466067500.0,-0.9994907010920365,-0.03181859670828471,-7.738770093812427e-05,0.0024309144798459084,-52.28020723849689
